Date,City,Impact
28-11-2014,San Francisco,sky is clear
28-11-2014,Seattle,light rain
28-11-2014,Los Angeles,sky is clear
28-11-2014,San Diego,sky is clear
28-11-2014,Las Vegas,sky is clear
28-11-2014,Phoenix,sky is clear
28-11-2014,Albuquerque,sky is clear
28-11-2014,Denver,sky is clear
28-11-2014,San Antonio,sky is clear
28-11-2014,Dallas,sky is clear
28-11-2014,Houston,sky is clear
28-11-2014,Kansas City,sky is clear
28-11-2014,Minneapolis,snow
28-11-2014,Saint Louis,sky is clear
28-11-2014,Chicago,light snow
28-11-2014,Nashville,sky is clear
28-11-2014,Indianapolis,light snow
28-11-2014,Atlanta,sky is clear
28-11-2014,Detroit,light snow
28-11-2014,Jacksonville,sky is clear
28-11-2014,Charlotte,sky is clear
28-11-2014,Miami,sky is clear
28-11-2014,Pittsburgh,light snow
28-11-2014,Toronto,light snow
28-11-2014,Philadelphia,light rain
28-11-2014,New York,overcast clouds
28-11-2014,Montreal,light shower snow
28-11-2014,Boston,snow
28-11-2014,Beersheba,scattered clouds
28-11-2014,Tel Aviv District,few clouds
28-11-2014,Eilat,light rain
28-11-2014,Haifa,few clouds
28-11-2014,Nahariyya,few clouds
28-11-2014,Jerusalem,scattered clouds
29-11-2014,Vancouver,light snow
29-11-2014,Portland,heavy intensity rain
29-11-2014,San Francisco,moderate rain
29-11-2014,Seattle,light rain
29-11-2014,Los Angeles,sky is clear
29-11-2014,San Diego,sky is clear
29-11-2014,Las Vegas,sky is clear
29-11-2014,Phoenix,sky is clear
29-11-2014,Albuquerque,sky is clear
29-11-2014,Denver,sky is clear
29-11-2014,San Antonio,sky is clear
29-11-2014,Dallas,sky is clear
29-11-2014,Houston,scattered clouds
29-11-2014,Kansas City,sky is clear
29-11-2014,Minneapolis,broken clouds
29-11-2014,Saint Louis,sky is clear
29-11-2014,Chicago,light snow
29-11-2014,Nashville,scattered clouds
29-11-2014,Indianapolis,few clouds
29-11-2014,Atlanta,sky is clear
29-11-2014,Detroit,light snow
29-11-2014,Jacksonville,sky is clear
29-11-2014,Charlotte,sky is clear
29-11-2014,Miami,few clouds
29-11-2014,Pittsburgh,broken clouds
29-11-2014,Toronto,light snow
29-11-2014,Philadelphia,scattered clouds
29-11-2014,New York,few clouds
29-11-2014,Montreal,few clouds
29-11-2014,Boston,sky is clear
29-11-2014,Beersheba,scattered clouds
29-11-2014,Tel Aviv District,few clouds
29-11-2014,Eilat,sky is clear
29-11-2014,Haifa,few clouds
29-11-2014,Nahariyya,light rain
29-11-2014,Jerusalem,scattered clouds
30-11-2014,Vancouver,sky is clear
30-11-2014,Portland,sky is clear
30-11-2014,San Francisco,moderate rain
30-11-2014,Seattle,sky is clear
30-11-2014,Los Angeles,moderate rain
30-11-2014,San Diego,few clouds
30-11-2014,Las Vegas,few clouds
30-11-2014,Phoenix,sky is clear
30-11-2014,Albuquerque,sky is clear
30-11-2014,Denver,sky is clear
30-11-2014,San Antonio,light rain
30-11-2014,Dallas,sky is clear
30-11-2014,Houston,few clouds
30-11-2014,Kansas City,sky is clear
30-11-2014,Minneapolis,scattered clouds
30-11-2014,Saint Louis,sky is clear
30-11-2014,Chicago,scattered clouds
30-11-2014,Nashville,overcast clouds
30-11-2014,Indianapolis,light rain
30-11-2014,Atlanta,sky is clear
30-11-2014,Detroit,light rain
30-11-2014,Jacksonville,sky is clear
30-11-2014,Charlotte,sky is clear
30-11-2014,Miami,scattered clouds
30-11-2014,Pittsburgh,light rain
30-11-2014,Toronto,light rain
30-11-2014,Philadelphia,scattered clouds
30-11-2014,New York,mist
30-11-2014,Montreal,light snow
30-11-2014,Boston,scattered clouds
30-11-2014,Beersheba,sky is clear
30-11-2014,Tel Aviv District,few clouds
30-11-2014,Eilat,sky is clear
30-11-2014,Haifa,scattered clouds
30-11-2014,Nahariyya,overcast clouds
30-11-2014,Jerusalem,sky is clear
01-12-2014,Vancouver,broken clouds
01-12-2014,Portland,overcast clouds
01-12-2014,San Francisco,light rain
01-12-2014,Seattle,sky is clear
01-12-2014,Los Angeles,moderate rain
01-12-2014,San Diego,scattered clouds
01-12-2014,Las Vegas,sky is clear
01-12-2014,Phoenix,sky is clear
01-12-2014,Albuquerque,sky is clear
01-12-2014,Denver,scattered clouds
01-12-2014,San Antonio,light rain
01-12-2014,Dallas,moderate rain
01-12-2014,Houston,moderate rain
01-12-2014,Kansas City,few clouds
01-12-2014,Minneapolis,sky is clear
01-12-2014,Saint Louis,light rain
01-12-2014,Chicago,broken clouds
01-12-2014,Nashville,light rain
01-12-2014,Indianapolis,moderate rain
01-12-2014,Atlanta,sky is clear
01-12-2014,Detroit,light rain
01-12-2014,Jacksonville,sky is clear
01-12-2014,Charlotte,sky is clear
01-12-2014,Miami,light rain
01-12-2014,Pittsburgh,light rain
01-12-2014,Toronto,light rain
01-12-2014,Philadelphia,light rain
01-12-2014,New York,light rain
01-12-2014,Montreal,light rain
01-12-2014,Boston,scattered clouds
01-12-2014,Beersheba,sky is clear
01-12-2014,Tel Aviv District,few clouds
01-12-2014,Eilat,sky is clear
01-12-2014,Haifa,light rain
01-12-2014,Nahariyya,light rain
01-12-2014,Jerusalem,sky is clear
02-12-2014,Vancouver,scattered clouds
02-12-2014,Portland,sky is clear
02-12-2014,San Francisco,light rain
02-12-2014,Seattle,sky is clear
02-12-2014,Los Angeles,light rain
02-12-2014,San Diego,moderate rain
02-12-2014,Las Vegas,few clouds
02-12-2014,Phoenix,broken clouds
02-12-2014,Albuquerque,scattered clouds
02-12-2014,Denver,sky is clear
02-12-2014,San Antonio,light rain
02-12-2014,Dallas,scattered clouds
02-12-2014,Houston,light rain
02-12-2014,Kansas City,sky is clear
02-12-2014,Minneapolis,light snow
02-12-2014,Saint Louis,light snow
02-12-2014,Chicago,scattered clouds
02-12-2014,Nashville,light rain
02-12-2014,Indianapolis,light snow
02-12-2014,Atlanta,sky is clear
02-12-2014,Detroit,light rain
02-12-2014,Jacksonville,sky is clear
02-12-2014,Charlotte,broken clouds
02-12-2014,Miami,broken clouds
02-12-2014,Pittsburgh,light rain
02-12-2014,Toronto,overcast clouds
02-12-2014,Philadelphia,light rain
02-12-2014,New York,mist
02-12-2014,Montreal,light shower snow
02-12-2014,Boston,overcast clouds
02-12-2014,Beersheba,sky is clear
02-12-2014,Tel Aviv District,sky is clear
02-12-2014,Eilat,sky is clear
02-12-2014,Haifa,haze
02-12-2014,Nahariyya,few clouds
02-12-2014,Jerusalem,sky is clear
03-12-2014,Vancouver,few clouds
03-12-2014,Portland,scattered clouds
03-12-2014,San Francisco,heavy intensity rain
03-12-2014,Seattle,sky is clear
03-12-2014,Los Angeles,heavy intensity rain
03-12-2014,San Diego,heavy intensity rain
03-12-2014,Las Vegas,light rain
03-12-2014,Phoenix,overcast clouds
03-12-2014,Albuquerque,scattered clouds
03-12-2014,Denver,scattered clouds
03-12-2014,San Antonio,light rain
03-12-2014,Dallas,overcast clouds
03-12-2014,Houston,broken clouds
03-12-2014,Kansas City,scattered clouds
03-12-2014,Minneapolis,sky is clear
03-12-2014,Saint Louis,light snow
03-12-2014,Chicago,sky is clear
03-12-2014,Nashville,light rain
03-12-2014,Indianapolis,light rain
03-12-2014,Atlanta,scattered clouds
03-12-2014,Detroit,light snow
03-12-2014,Jacksonville,sky is clear
03-12-2014,Charlotte,light rain
03-12-2014,Miami,scattered clouds
03-12-2014,Pittsburgh,moderate rain
03-12-2014,Toronto,light rain
03-12-2014,Philadelphia,light rain
03-12-2014,New York,mist
03-12-2014,Montreal,light snow
03-12-2014,Boston,moderate rain
03-12-2014,Beersheba,scattered clouds
03-12-2014,Tel Aviv District,sky is clear
03-12-2014,Eilat,sky is clear
03-12-2014,Haifa,scattered clouds
03-12-2014,Nahariyya,sky is clear
03-12-2014,Jerusalem,scattered clouds
04-12-2014,Vancouver,overcast clouds
04-12-2014,Portland,light rain
04-12-2014,San Francisco,light rain
04-12-2014,Seattle,moderate rain
04-12-2014,Los Angeles,moderate rain
04-12-2014,San Diego,moderate rain
04-12-2014,Las Vegas,light rain
04-12-2014,Phoenix,moderate rain
04-12-2014,Albuquerque,scattered clouds
04-12-2014,Denver,scattered clouds
04-12-2014,San Antonio,light rain
04-12-2014,Dallas,broken clouds
04-12-2014,Houston,sky is clear
04-12-2014,Kansas City,overcast clouds
04-12-2014,Minneapolis,scattered clouds
04-12-2014,Saint Louis,light rain
04-12-2014,Chicago,scattered clouds
04-12-2014,Nashville,light rain
04-12-2014,Indianapolis,scattered clouds
04-12-2014,Atlanta,broken clouds
04-12-2014,Detroit,scattered clouds
04-12-2014,Jacksonville,scattered clouds
04-12-2014,Charlotte,light rain
04-12-2014,Miami,overcast clouds
04-12-2014,Pittsburgh,moderate rain
04-12-2014,Toronto,scattered clouds
04-12-2014,Philadelphia,scattered clouds
04-12-2014,New York,few clouds
04-12-2014,Montreal,light shower snow
04-12-2014,Boston,sky is clear
04-12-2014,Beersheba,sky is clear
04-12-2014,Tel Aviv District,sky is clear
04-12-2014,Eilat,sky is clear
04-12-2014,Haifa,sky is clear
04-12-2014,Nahariyya,sky is clear
04-12-2014,Jerusalem,scattered clouds
05-12-2014,Vancouver,mist
05-12-2014,Portland,moderate rain
05-12-2014,San Francisco,light rain
05-12-2014,Seattle,moderate rain
05-12-2014,Los Angeles,broken clouds
05-12-2014,San Diego,few clouds
05-12-2014,Las Vegas,light rain
05-12-2014,Phoenix,scattered clouds
05-12-2014,Albuquerque,sky is clear
05-12-2014,Denver,sky is clear
05-12-2014,San Antonio,light rain
05-12-2014,Dallas,light rain
05-12-2014,Houston,moderate rain
05-12-2014,Kansas City,heavy intensity rain
05-12-2014,Minneapolis,sky is clear
05-12-2014,Saint Louis,heavy intensity rain
05-12-2014,Chicago,overcast clouds
05-12-2014,Nashville,light rain
05-12-2014,Indianapolis,light rain
05-12-2014,Atlanta,broken clouds
05-12-2014,Detroit,broken clouds
05-12-2014,Jacksonville,sky is clear
05-12-2014,Charlotte,light rain
05-12-2014,Miami,overcast clouds
05-12-2014,Pittsburgh,light rain
05-12-2014,Toronto,few clouds
05-12-2014,Philadelphia,light rain
05-12-2014,New York,mist
05-12-2014,Montreal,overcast clouds
05-12-2014,Boston,sky is clear
05-12-2014,Beersheba,sky is clear
05-12-2014,Tel Aviv District,sky is clear
05-12-2014,Eilat,sky is clear
05-12-2014,Haifa,sky is clear
05-12-2014,Nahariyya,sky is clear
05-12-2014,Jerusalem,sky is clear
06-12-2014,Vancouver,light rain
06-12-2014,Portland,heavy intensity rain
06-12-2014,San Francisco,moderate rain
06-12-2014,Seattle,moderate rain
06-12-2014,Los Angeles,sky is clear
06-12-2014,San Diego,overcast clouds
06-12-2014,Las Vegas,few clouds
06-12-2014,Phoenix,overcast clouds
06-12-2014,Albuquerque,broken clouds
06-12-2014,Denver,few clouds
06-12-2014,San Antonio,sky is clear
06-12-2014,Dallas,scattered clouds
06-12-2014,Houston,light rain
06-12-2014,Kansas City,scattered clouds
06-12-2014,Minneapolis,sky is clear
06-12-2014,Saint Louis,moderate rain
06-12-2014,Chicago,few clouds
06-12-2014,Nashville,heavy intensity rain
06-12-2014,Indianapolis,heavy intensity rain
06-12-2014,Atlanta,moderate rain
06-12-2014,Detroit,broken clouds
06-12-2014,Jacksonville,few clouds
06-12-2014,Charlotte,moderate rain
06-12-2014,Miami,sky is clear
06-12-2014,Pittsburgh,heavy intensity rain
06-12-2014,Toronto,overcast clouds
06-12-2014,Philadelphia,moderate rain
06-12-2014,New York,mist
06-12-2014,Montreal,mist
06-12-2014,Boston,moderate rain
06-12-2014,Beersheba,sky is clear
06-12-2014,Tel Aviv District,sky is clear
06-12-2014,Eilat,sky is clear
06-12-2014,Haifa,sky is clear
06-12-2014,Nahariyya,sky is clear
06-12-2014,Jerusalem,sky is clear
07-12-2014,Vancouver,mist
07-12-2014,Portland,light rain
07-12-2014,San Francisco,broken clouds
07-12-2014,Seattle,broken clouds
07-12-2014,Los Angeles,scattered clouds
07-12-2014,San Diego,sky is clear
07-12-2014,Las Vegas,sky is clear
07-12-2014,Phoenix,sky is clear
07-12-2014,Albuquerque,light rain
07-12-2014,Denver,sky is clear
07-12-2014,San Antonio,overcast clouds
07-12-2014,Dallas,overcast clouds
07-12-2014,Houston,broken clouds
07-12-2014,Kansas City,overcast clouds
07-12-2014,Minneapolis,overcast clouds
07-12-2014,Saint Louis,moderate rain
07-12-2014,Chicago,scattered clouds
07-12-2014,Nashville,heavy intensity rain
07-12-2014,Indianapolis,heavy intensity rain
07-12-2014,Atlanta,sky is clear
07-12-2014,Detroit,sky is clear
07-12-2014,Jacksonville,light rain
07-12-2014,Charlotte,scattered clouds
07-12-2014,Miami,sky is clear
07-12-2014,Pittsburgh,sky is clear
07-12-2014,Toronto,sky is clear
07-12-2014,Philadelphia,moderate rain
07-12-2014,New York,mist
07-12-2014,Montreal,few clouds
07-12-2014,Boston,moderate rain
07-12-2014,Beersheba,scattered clouds
07-12-2014,Tel Aviv District,sky is clear
07-12-2014,Eilat,sky is clear
07-12-2014,Haifa,sky is clear
07-12-2014,Nahariyya,sky is clear
07-12-2014,Jerusalem,light rain
08-12-2014,Vancouver,light rain
08-12-2014,Portland,light rain
08-12-2014,San Francisco,overcast clouds
08-12-2014,Seattle,light rain
08-12-2014,Los Angeles,scattered clouds
08-12-2014,San Diego,scattered clouds
08-12-2014,Las Vegas,scattered clouds
08-12-2014,Phoenix,scattered clouds
08-12-2014,Albuquerque,light rain
08-12-2014,Denver,sky is clear
08-12-2014,San Antonio,few clouds
08-12-2014,Dallas,sky is clear
08-12-2014,Houston,sky is clear
08-12-2014,Kansas City,light rain
08-12-2014,Minneapolis,light rain
08-12-2014,Saint Louis,overcast clouds
08-12-2014,Chicago,light rain
08-12-2014,Nashville,overcast clouds
08-12-2014,Indianapolis,broken clouds
08-12-2014,Atlanta,few clouds
08-12-2014,Detroit,broken clouds
08-12-2014,Jacksonville,light rain
08-12-2014,Charlotte,overcast clouds
08-12-2014,Miami,sky is clear
08-12-2014,Pittsburgh,broken clouds
08-12-2014,Toronto,broken clouds
08-12-2014,Philadelphia,overcast clouds
08-12-2014,New York,overcast clouds
08-12-2014,Montreal,overcast clouds
08-12-2014,Boston,moderate rain
08-12-2014,Beersheba,overcast clouds
08-12-2014,Tel Aviv District,haze
08-12-2014,Eilat,sky is clear
08-12-2014,Haifa,overcast clouds
08-12-2014,Nahariyya,light rain
08-12-2014,Jerusalem,light rain
09-12-2014,Vancouver,light rain
09-12-2014,Portland,light rain
09-12-2014,San Francisco,few clouds
09-12-2014,Seattle,light rain
09-12-2014,Los Angeles,sky is clear
09-12-2014,San Diego,sky is clear
09-12-2014,Las Vegas,sky is clear
09-12-2014,Phoenix,broken clouds
09-12-2014,Albuquerque,scattered clouds
09-12-2014,Denver,sky is clear
09-12-2014,San Antonio,scattered clouds
09-12-2014,Dallas,sky is clear
09-12-2014,Houston,sky is clear
09-12-2014,Kansas City,sky is clear
09-12-2014,Minneapolis,light snow
09-12-2014,Saint Louis,scattered clouds
09-12-2014,Chicago,light rain
09-12-2014,Nashville,sky is clear
09-12-2014,Indianapolis,light rain
09-12-2014,Atlanta,sky is clear
09-12-2014,Detroit,light rain
09-12-2014,Jacksonville,light rain
09-12-2014,Charlotte,light rain
09-12-2014,Miami,light rain
09-12-2014,Pittsburgh,few clouds
09-12-2014,Toronto,broken clouds
09-12-2014,Philadelphia,moderate rain
09-12-2014,New York,mist
09-12-2014,Montreal,light snow
09-12-2014,Boston,light rain
09-12-2014,Beersheba,moderate rain
09-12-2014,Tel Aviv District,sky is clear
09-12-2014,Eilat,scattered clouds
09-12-2014,Haifa,scattered clouds
09-12-2014,Nahariyya,light rain
09-12-2014,Jerusalem,light rain
10-12-2014,Vancouver,mist
10-12-2014,Portland,heavy intensity rain
10-12-2014,San Francisco,broken clouds
10-12-2014,Seattle,heavy intensity rain
10-12-2014,Los Angeles,sky is clear
10-12-2014,San Diego,sky is clear
10-12-2014,Las Vegas,sky is clear
10-12-2014,Phoenix,sky is clear
10-12-2014,Albuquerque,sky is clear
10-12-2014,Denver,sky is clear
10-12-2014,San Antonio,broken clouds
10-12-2014,Dallas,broken clouds
10-12-2014,Houston,scattered clouds
10-12-2014,Kansas City,broken clouds
10-12-2014,Minneapolis,light snow
10-12-2014,Saint Louis,few clouds
10-12-2014,Chicago,broken clouds
10-12-2014,Nashville,few clouds
10-12-2014,Indianapolis,sky is clear
10-12-2014,Atlanta,sky is clear
10-12-2014,Detroit,light snow
10-12-2014,Jacksonville,sky is clear
10-12-2014,Charlotte,sky is clear
10-12-2014,Miami,sky is clear
10-12-2014,Pittsburgh,light rain
10-12-2014,Toronto,light snow
10-12-2014,Philadelphia,light rain
10-12-2014,New York,mist
10-12-2014,Montreal,light snow
10-12-2014,Boston,light rain
10-12-2014,Beersheba,scattered clouds
10-12-2014,Tel Aviv District,sky is clear
10-12-2014,Eilat,sky is clear
10-12-2014,Haifa,sky is clear
10-12-2014,Nahariyya,sky is clear
10-12-2014,Jerusalem,sky is clear
11-12-2014,Vancouver,light rain
11-12-2014,Portland,light rain
11-12-2014,San Francisco,overcast clouds
11-12-2014,Seattle,light rain
11-12-2014,Los Angeles,overcast clouds
11-12-2014,San Diego,broken clouds
11-12-2014,Las Vegas,broken clouds
11-12-2014,Phoenix,sky is clear
11-12-2014,Albuquerque,sky is clear
11-12-2014,Denver,sky is clear
11-12-2014,San Antonio,light rain
11-12-2014,Dallas,light rain
11-12-2014,Houston,broken clouds
11-12-2014,Kansas City,light rain
11-12-2014,Minneapolis,broken clouds
11-12-2014,Saint Louis,sky is clear
11-12-2014,Chicago,sky is clear
11-12-2014,Nashville,sky is clear
11-12-2014,Indianapolis,sky is clear
11-12-2014,Atlanta,sky is clear
11-12-2014,Detroit,light snow
11-12-2014,Jacksonville,scattered clouds
11-12-2014,Charlotte,sky is clear
11-12-2014,Miami,sky is clear
11-12-2014,Pittsburgh,light snow
11-12-2014,Toronto,snow
11-12-2014,Philadelphia,light snow
11-12-2014,New York,mist
11-12-2014,Montreal,light snow
11-12-2014,Boston,light rain
11-12-2014,Beersheba,scattered clouds
11-12-2014,Tel Aviv District,sky is clear
11-12-2014,Eilat,sky is clear
11-12-2014,Haifa,sky is clear
11-12-2014,Nahariyya,sky is clear
11-12-2014,Jerusalem,scattered clouds
12-12-2014,Vancouver,light rain
12-12-2014,Portland,moderate rain
12-12-2014,San Francisco,heavy intensity rain
12-12-2014,Seattle,light rain
12-12-2014,Los Angeles,scattered clouds
12-12-2014,San Diego,heavy intensity rain
12-12-2014,Las Vegas,scattered clouds
12-12-2014,Phoenix,few clouds
12-12-2014,Albuquerque,scattered clouds
12-12-2014,Denver,sky is clear
12-12-2014,San Antonio,light rain
12-12-2014,Dallas,moderate rain
12-12-2014,Houston,broken clouds
12-12-2014,Kansas City,light rain
12-12-2014,Minneapolis,overcast clouds
12-12-2014,Saint Louis,scattered clouds
12-12-2014,Chicago,sky is clear
12-12-2014,Nashville,sky is clear
12-12-2014,Indianapolis,sky is clear
12-12-2014,Atlanta,sky is clear
12-12-2014,Detroit,scattered clouds
12-12-2014,Jacksonville,sky is clear
12-12-2014,Charlotte,sky is clear
12-12-2014,Miami,sky is clear
12-12-2014,Pittsburgh,light snow
12-12-2014,Toronto,broken clouds
12-12-2014,Philadelphia,few clouds
12-12-2014,New York,broken clouds
12-12-2014,Montreal,light snow
12-12-2014,Boston,light rain
12-12-2014,Beersheba,overcast clouds
12-12-2014,Tel Aviv District,scattered clouds
12-12-2014,Eilat,sky is clear
12-12-2014,Haifa,scattered clouds
12-12-2014,Nahariyya,light rain
12-12-2014,Jerusalem,broken clouds
13-12-2014,Vancouver,fog
13-12-2014,Portland,light rain
13-12-2014,San Francisco,scattered clouds
13-12-2014,Seattle,light rain
13-12-2014,Los Angeles,light rain
13-12-2014,San Diego,moderate rain
13-12-2014,Las Vegas,light rain
13-12-2014,Phoenix,moderate rain
13-12-2014,Albuquerque,scattered clouds
13-12-2014,Denver,few clouds
13-12-2014,San Antonio,light rain
13-12-2014,Dallas,light rain
13-12-2014,Houston,scattered clouds
13-12-2014,Kansas City,broken clouds
13-12-2014,Minneapolis,scattered clouds
13-12-2014,Saint Louis,few clouds
13-12-2014,Chicago,overcast clouds
13-12-2014,Nashville,sky is clear
13-12-2014,Indianapolis,broken clouds
13-12-2014,Atlanta,sky is clear
13-12-2014,Detroit,overcast clouds
13-12-2014,Jacksonville,sky is clear
13-12-2014,Charlotte,sky is clear
13-12-2014,Miami,few clouds
13-12-2014,Pittsburgh,broken clouds
